CustomerID,CustomerName,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
16546,Terrance Jordan,4208,2,3036.532500,1,1,1,3,Lost Customers
14510,Samuel Hernandez,4351,2,3036.368200,3,2,1,6,Potential Loyalists
19942,Armando Navarro,4202,2,3034.068200,1,1,1,3,Lost Customers
14603,Sara Ward,4346,2,3034.068200,3,1,1,5,At-Risk Customers
18132,Adrienne Blanco,4303,2,3034.068200,2,1,1,4,At-Risk Customers
20552,Heather Liang,4218,2,3034.068200,1,1,1,3,Lost Customers
18621,Cassandra Prasad,4487,2,3033.330000,4,2,1,7,Potential Loyalists
13066,Carson Perry,4478,2,3033.310000,4,2,1,7,Potential Loyalists
13714,Amanda Ward,4334,2,3033.310000,3,1,1,5,At-Risk Customers
13058,Ramon Huang,4535,2,3032.310000,4,2,1,7,Potential Loyalists
21359,Johnny Luo,4414,2,3032.310000,3,2,1,6,Potential Loyalists
13877,Adam Lal,4497,2,3030.032500,4,2,1,7,Potential Loyalists
16561,Kurt Yuan,4200,2,3030.032500,1,1,1,3,Lost Customers
19027,Mayra Madan,4280,2,3029.078200,2,1,1,4,At-Risk Customers
16541,Micah Hu,4211,2,3028.022500,1,1,1,3,Lost Customers
15622,Yvonne Schleger,4282,2,3027.320000,2,1,1,4,At-Risk Customers
18627,Kristine Gomez,4376,2,3027.320000,3,2,1,6,Potential Loyalists
17849,Wesley He,4311,2,3025.532500,2,1,1,4,At-Risk Customers
14648,Eric Evans,4372,2,3024.018200,3,2,1,6,Potential Loyalists
18131,Ann Malhotra,4304,2,3021.378200,2,1,1,4,At-Risk Customers
16272,Raul Deng,4329,2,3021.042500,2,1,1,4,At-Risk Customers
17782,Casey Shan,4359,2,3021.042500,3,2,1,6,Potential Loyalists
13662,Miguel Roberts,4538,2,3021.042500,4,2,1,7,Potential Loyalists
13883,Brandon Lal,4525,2,3021.042500,4,2,1,7,Potential Loyalists
13892,Spencer Diaz,4493,2,3021.042500,4,2,1,7,Potential Loyalists
13927,Gabriel Gonzales,4476,2,3021.042500,4,2,1,7,Potential Loyalists
13906,Courtney Evans,4473,2,3021.042500,4,2,1,7,Potential Loyalists
16470,Wesley Guo,4424,2,3021.042500,3,2,1,6,Potential Loyalists
13793,Jason Gonzales,4463,2,3021.042500,4,2,1,7,Potential Loyalists
17627,Dennis Chen,4385,2,3021.022500,3,2,1,6,Potential Loyalists
16318,Kellie Moreno,4310,2,3021.022500,2,1,1,4,At-Risk Customers
14555,Jodi Kumar,4264,2,3021.022500,2,1,1,4,At-Risk Customers
16428,Ryan Ross,4277,2,3021.022500,2,1,1,4,At-Risk Customers
17097,Deanna Kapoor,4216,2,3021.022500,1,1,1,3,Lost Customers
17813,Jay Nicholls,4399,2,3020.300000,3,2,1,6,Potential Loyalists
20558,Brianna Stewart,4209,2,3019.088200,1,1,1,3,Lost Customers
19904,Jasmine Gray,4273,2,3018.358200,2,1,1,4,At-Risk Customers
13705,Blake Mitchell,4320,2,3018.330000,2,1,1,4,At-Risk Customers
24170,Jaime Hernandez,4302,2,3018.330000,2,1,1,4,At-Risk Customers
24274,Shaun Shan,4254,2,3018.330000,2,1,1,4,At-Risk Customers
22406,Kelvin Shen,4399,2,3018.330000,3,2,1,6,Potential Loyalists
22575,Orlando Blanco,4394,2,3018.330000,3,2,1,6,Potential Loyalists
22412,Drew Andersen,4393,2,3018.330000,3,2,1,6,Potential Loyalists
25981,Isaiah Howard,4390,2,3018.330000,3,2,1,6,Potential Loyalists
26040,Ana Butler,4366,2,3018.330000,3,2,1,6,Potential Loyalists
21001,Clinton Gutierrez,4435,2,3018.330000,4,2,1,7,Potential Loyalists
22175,Joy Dominguez,4433,2,3018.330000,4,2,1,7,Potential Loyalists
25104,Natalie Parker,4453,2,3018.330000,4,2,1,7,Potential Loyalists
17978,Armando Diaz,4212,2,3018.012500,1,1,1,3,Lost Customers
14154,Willie Gao,4319,2,3018.002500,2,1,1,4,At-Risk Customers
17644,Rebecca Adams,4550,2,3017.330000,4,2,1,7,Potential Loyalists
14538,Katherine Brown,4297,2,3017.012500,2,2,1,5,At-Risk Customers
14585,Kimberly Torres,4351,2,3016.068200,3,2,1,6,Potential Loyalists
14572,Melanie Foster,4352,2,3016.068200,3,2,1,6,Potential Loyalists
19901,Ronald Sara,4269,2,3016.068200,2,1,1,4,At-Risk Customers
16271,Michele Gutierrez,4206,2,3014.310000,1,1,1,3,Lost Customers
16277,Christy Luo,4337,2,3010.032500,3,1,1,5,At-Risk Customers
13840,Tommy Pal,4346,2,3010.032500,3,1,1,5,At-Risk Customers
13799,Bryan Bailey,4458,2,3010.032500,4,2,1,7,Potential Loyalists
24960,Brianna Gray,4476,2,3008.820000,4,2,1,7,Potential Loyalists
17115,Karen Xu,4393,2,3008.022500,3,2,1,6,Potential Loyalists
22174,Micah Lu,4435,2,3007.830000,4,2,1,7,Potential Loyalists
23100,Christy Raje,4362,2,3007.120000,3,2,1,6,Potential Loyalists
24171,Jarrod Chandra,4294,2,3006.310000,2,2,1,5,At-Risk Customers
24162,Grant Raje,4337,2,3004.830000,3,1,1,5,At-Risk Customers
14524,Carla Prasad,4338,2,3001.042500,3,1,1,5,At-Risk Customers
16550,Frederick Madan,4207,2,3001.042500,1,1,1,3,Lost Customers
18620,Randall Navarro,4206,2,3001.042500,1,1,1,3,Lost Customers
16573,Ruben Dominguez,4204,2,3001.042500,1,1,1,3,Lost Customers
17960,Marie Rodriguez,4262,2,3001.042500,2,1,1,4,At-Risk Customers
17965,Warren Chander,4277,2,3001.042500,2,1,1,4,At-Risk Customers
16417,Noah Bryant,4271,2,3001.042500,2,1,1,4,At-Risk Customers
18028,Jessie Zheng,4221,2,3001.042500,1,1,1,3,Lost Customers
14798,Colleen Nara,4230,2,3001.042500,1,1,1,3,Lost Customers
16530,Priscilla Chander,4220,2,3001.042500,1,1,1,3,Lost Customers
16317,Joel Raman,4297,2,3001.042500,2,2,1,5,At-Risk Customers
16328,Maurice Rai,4294,2,3001.042500,2,1,1,4,At-Risk Customers
13766,Joe Gill,4495,2,3001.042500,4,2,1,7,Potential Loyalists
13667,Andres Deng,4508,2,3001.042500,4,2,1,7,Potential Loyalists
13811,Sandra Chen,4376,2,3001.042500,3,2,1,6,Potential Loyalists
16553,Gabriella Roberts,4405,2,3001.042500,3,2,1,6,Potential Loyalists
16562,Colleen Zhang,4380,2,3001.042500,3,2,1,6,Potential Loyalists
17094,Julio Dominguez,4381,2,3001.042500,3,2,1,6,Potential Loyalists
17626,Alfredo Blanco,4388,2,3001.042500,3,2,1,6,Potential Loyalists
16447,Kate Becker,4406,2,3001.022500,3,2,1,6,Potential Loyalists
17632,Jimmy Serrano,4362,2,3001.022500,3,2,1,6,Potential Loyalists
14701,Maurizio Macagno,4277,2,3001.022500,2,1,1,4,At-Risk Customers
17979,Lisa Lin,4199,2,3001.022500,1,1,1,3,Lost Customers
16260,Gina Schmidt,4336,2,3001.022500,3,1,1,5,At-Risk Customers
15022,Latasha Gutierrez,4306,2,2999.909600,2,1,1,4,At-Risk Customers
24241,Colin Zhao,4313,2,2997.320000,2,1,1,4,At-Risk Customers
22572,Karen Cai,4375,2,2997.320000,3,2,1,6,Potential Loyalists
23325,Tiffany Zimmerman,4351,2,2997.320000,3,2,1,6,Potential Loyalists
22168,Erica Wang,4406,2,2997.320000,3,2,1,6,Potential Loyalists
21361,Ricky Romero,4435,2,2997.320000,4,2,1,7,Potential Loyalists
15006,Grace Jackson,4367,2,2994.088200,3,2,1,6,Potential Loyalists
14501,Ruben Prasad,4361,2,2994.088200,3,2,1,6,Potential Loyalists
20562,Jim Rodman,4199,2,2994.088200,1,1,1,3,Lost Customers
16278,Angel Turner,4215,2,2992.330000,1,1,1,3,Lost Customers
15064,Erik Rubio,4316,2,2992.330000,2,1,1,4,At-Risk Customers
15656,Darryl Zhao,4269,2,2992.330000,2,1,1,4,At-Risk Customers
21002,Carolyn Rodriguez,4407,2,2992.330000,3,2,1,6,Potential Loyalists
21379,Colleen Huang,4414,2,2992.330000,3,2,1,6,Potential Loyalists
16554,Casey Chander,4206,2,2990.522500,1,1,1,3,Lost Customers
21349,Bryan Kelly,4544,2,2989.379600,4,2,1,7,Potential Loyalists
14348,Alex Scott,4351,2,2989.379600,3,2,1,6,Potential Loyalists
16311,Carl Beck,4551,2,2988.322500,4,2,1,7,Potential Loyalists
13742,Benjamin Ross,4529,2,2988.322500,4,2,1,7,Potential Loyalists
18026,Alisha He,4219,2,2988.322500,1,1,1,3,Lost Customers
13862,Andrew Walker,4507,2,2986.042500,4,2,1,7,Potential Loyalists
17085,Edwin Deng,4389,2,2986.032500,3,2,1,6,Potential Loyalists
17795,Jaime Diaz,4380,2,2983.340000,3,2,1,6,Potential Loyalists
22410,Cassandra Arthur,4380,2,2983.340000,3,2,1,6,Potential Loyalists
25287,Paige Sanders,4407,2,2983.340000,3,2,1,6,Potential Loyalists
22404,Margaret Xu,4404,2,2983.340000,3,2,1,6,Potential Loyalists
22401,Ian Price,4421,2,2983.340000,3,2,1,6,Potential Loyalists
23099,Kristi Suarez,4360,2,2983.340000,3,2,1,6,Potential Loyalists
16305,Stanley Gonzalez,4207,2,2983.340000,1,1,1,3,Lost Customers
24001,Arthur Raman,4334,2,2983.340000,3,1,1,5,At-Risk Customers
24161,Luke Kumar,4334,2,2983.340000,3,1,1,5,At-Risk Customers
24000,Randy Yang,4326,2,2983.340000,2,1,1,4,At-Risk Customers
24174,Keith Chander,4289,2,2983.340000,2,1,1,4,At-Risk Customers
17981,Fernando Mitchell,4286,2,2983.340000,2,1,1,4,At-Risk Customers
24251,Jay Browning,4307,2,2983.340000,2,1,1,4,At-Risk Customers
23995,Bradley Carson,4321,2,2983.340000,2,1,1,4,At-Risk Customers
24167,Lacey Zhu,4308,2,2983.340000,2,1,1,4,At-Risk Customers
17812,Casey Nara,4291,2,2983.332500,2,1,1,4,At-Risk Customers
17829,Audrey Gutierrez,4292,2,2983.332500,2,1,1,4,At-Risk Customers
13856,Ian Scott,4508,2,2982.022500,4,2,1,7,Potential Loyalists
13890,Jennifer Carter,4478,2,2982.022500,4,2,1,7,Potential Loyalists
16427,Kendra Alonso,4524,2,2975.022500,4,2,1,7,Potential Loyalists
14818,Diane Ruiz,4219,2,2973.982500,1,1,1,3,Lost Customers
26619,Thomas Hill,4326,2,2972.769600,2,1,1,4,At-Risk Customers
26646,Jordyn Perry,4209,2,2972.769600,1,1,1,3,Lost Customers
14708,Evelyn Kapoor,4255,2,2966.032500,2,1,1,4,At-Risk Customers
17977,Valerie Zeng,4251,2,2966.032500,2,1,1,4,At-Risk Customers
13029,Jennifer Foster,4361,2,2961.042500,3,2,1,6,Potential Loyalists
13744,Alvin Andersen,4532,2,2959.002500,4,2,1,7,Potential Loyalists
16420,Eddie Alonso,4270,2,2959.002500,2,1,1,4,At-Risk Customers
15208,Colleen Luo,4298,2,2951.558200,2,2,1,5,At-Risk Customers
13741,Haley Morgan,4547,2,2951.052500,4,2,1,7,Potential Loyalists
15266,Briana Suarez,4236,2,2935.369600,1,1,1,3,Lost Customers
14671,Cristina Lal,4333,2,2934.369600,3,1,1,5,At-Risk Customers
22172,Cesar Sara,4411,2,2932.302500,3,2,1,6,Potential Loyalists
15210,Kurt Raje,4280,2,2926.389600,2,1,1,4,At-Risk Customers
21384,Ronnie Lin,4412,2,2921.022500,3,2,1,6,Potential Loyalists
14670,Leslie Gill,4370,2,2919.889600,3,2,1,6,Potential Loyalists
15169,Zachary Miller,4303,2,2919.889600,2,1,1,4,At-Risk Customers
15209,Frank Romero,4284,2,2916.558200,2,1,1,4,At-Risk Customers
26322,Justin Zhang,4497,2,2912.259600,4,2,1,7,Potential Loyalists
15580,Ruben Raman,4208,2,2910.899600,1,1,1,3,Lost Customers
15575,Alvin Ye,4213,2,2910.899600,1,1,1,3,Lost Customers
15211,Kenneth Luo,4232,2,2910.899600,1,1,1,3,Lost Customers
15582,Jeffery Cai,4212,2,2907.558200,1,1,1,3,Lost Customers
23313,Corey Lal,4345,2,2906.032500,3,1,1,5,At-Risk Customers
14347,Tara Goel,4358,2,2900.389600,3,2,1,6,Potential Loyalists
15265,Kristopher Malhotra,4253,2,2897.568200,2,1,1,4,At-Risk Customers
26634,Devin Walker,4233,2,2896.719600,1,1,1,3,Lost Customers
26626,Dalton Taylor,4288,2,2891.729600,2,1,1,4,At-Risk Customers
26606,Hannah Harris,4378,2,2890.408200,3,2,1,6,Potential Loyalists
26575,Toni Gonzalez,4388,2,2890.408200,3,2,1,6,Potential Loyalists
26647,Jasmine Simmons,4216,2,2889.938200,1,1,1,3,Lost Customers
21423,Connor Adams,4298,2,2888.558200,2,2,1,5,At-Risk Customers
17750,Shawna Jai,4446,2,2888.532500,4,2,1,7,Potential Loyalists
26633,Gabrielle Ward,4256,2,2883.908200,2,1,1,4,At-Risk Customers
26608,Aaron Nelson,4381,2,2881.739600,3,2,1,6,Potential Loyalists
26617,Isaiah Peterson,4359,2,2881.739600,3,2,1,6,Potential Loyalists
26312,Elizabeth Wood,4549,2,2881.739600,4,2,1,7,Potential Loyalists
26308,Sara Kelly,4532,2,2867.759600,4,2,1,7,Potential Loyalists
26317,Amanda Wright,4510,2,2862.739600,4,2,1,7,Potential Loyalists
26601,Kyle Gonzalez,4403,2,2862.739600,3,2,1,6,Potential Loyalists
26329,Angelica Bryant,4480,2,2860.418200,4,2,1,7,Potential Loyalists
24778,Sean Baker,4503,2,2858.492500,4,2,1,7,Potential Loyalists
15267,Kendra Alvarez,4196,2,2853.578200,1,1,1,3,Lost Customers
15027,Tommy Jai,4298,2,2853.568200,2,2,1,5,At-Risk Customers
26632,Isabella Moore,4294,2,2848.759600,2,2,1,5,At-Risk Customers
26307,Alexander Miller,4543,2,2848.759600,4,2,1,7,Potential Loyalists
26513,Stacy Moreno,4381,2,2848.759600,3,2,1,6,Potential Loyalists
26499,Renee Ruiz,4433,2,2848.759600,4,2,1,7,Potential Loyalists
28904,Ian Flores,4479,2,2848.578200,4,2,1,7,Potential Loyalists
26546,Miguel Bennett,4382,2,2847.749600,3,2,1,6,Potential Loyalists
17772,Leonard Andersen,4422,2,2846.002500,3,2,1,6,Potential Loyalists
25991,Arianna Hayes,4397,2,2845.522500,3,2,1,6,Potential Loyalists
24270,Latasha Ortega,4272,2,2844.512500,2,1,1,4,At-Risk Customers
26623,Alexandra Ross,4336,2,2841.438200,3,1,1,5,At-Risk Customers
15268,Shannon Wu,4209,2,2840.909600,1,1,1,3,Lost Customers
26635,Jasmine Harris,4250,2,2840.418200,2,1,1,4,At-Risk Customers
26579,Hunter Hayes,4403,2,2840.418200,3,2,1,6,Potential Loyalists
17717,Jeremiah Miller,4485,2,2840.012500,4,2,1,7,Potential Loyalists
22571,Armando Vazquez,4399,2,2835.022500,3,2,1,6,Potential Loyalists
23316,Billy Blanco,4345,2,2835.022500,3,1,1,5,At-Risk Customers
15229,Calvin Rai,4242,2,2833.568200,1,1,1,3,Lost Customers
14995,Stefanie Malhotra,4353,2,2832.032500,3,2,1,6,Potential Loyalists
17715,Rafael Pal,4519,2,2831.532500,4,2,1,7,Potential Loyalists
26625,Lauren Barnes,4329,2,2827.749600,2,1,1,4,At-Risk Customers
26520,Chloe Ramirez,4401,2,2827.718200,3,2,1,6,Potential Loyalists
26618,Amanda Morris,4345,2,2826.438200,3,1,1,5,At-Risk Customers
26624,Elizabeth Russell,4318,2,2826.438200,2,1,1,4,At-Risk Customers
26315,Taylor Peterson,4503,2,2825.428200,4,2,1,7,Potential Loyalists
26311,Brenda Rodriguez,4539,2,2822.759600,4,2,1,7,Potential Loyalists
26545,Taylor Ross,4400,2,2822.759600,3,2,1,6,Potential Loyalists
26581,Mariah Patterson,4381,2,2822.759600,3,2,1,6,Potential Loyalists
16290,Russell Nath,4221,2,2822.012500,1,1,1,3,Lost Customers
26521,Nathan Taylor,4395,2,2821.719600,3,2,1,6,Potential Loyalists
26330,Marcus Diaz,4489,2,2821.719600,4,2,1,7,Potential Loyalists
22583,Troy Sara,4361,2,2821.512500,3,2,1,6,Potential Loyalists
26622,Jan Howard,4341,2,2820.438200,3,1,1,5,At-Risk Customers
19294,Stanley Garcia,4212,2,2820.387500,1,1,1,3,Lost Customers
15213,Briana Martin,4228,2,2818.588200,1,1,1,3,Lost Customers
15456,Donald Suri,4288,2,2815.522500,2,1,1,4,At-Risk Customers
13068,Alexandria Morris,4459,2,2815.522500,4,2,1,7,Potential Loyalists
26484,Fernando Patterson,4449,2,2813.769600,4,2,1,7,Potential Loyalists
26485,Jason Bryant,4449,2,2813.769600,4,2,1,7,Potential Loyalists
26510,Jack Scott,4406,2,2813.769600,3,2,1,6,Potential Loyalists
26607,Natalie Powell,4402,2,2813.769600,3,2,1,6,Potential Loyalists
26631,Isaiah Stewart,4292,2,2813.769600,2,1,1,4,At-Risk Customers
26681,Zachary Jackson,4215,2,2813.769600,1,1,1,3,Lost Customers
17958,Ricardo Lal,4321,2,2811.522500,2,1,1,4,At-Risk Customers
24178,Clifford Sara,4308,2,2810.532500,2,1,1,4,At-Risk Customers
13060,Eugene Zhu,4516,2,2808.002500,4,2,1,7,Potential Loyalists
14957,Lacey Shan,4388,2,2807.032500,3,2,1,6,Potential Loyalists
24003,Warren Kumar,4341,2,2806.532500,3,1,1,5,At-Risk Customers
20998,Eugene She,4441,2,2806.512500,4,2,1,7,Potential Loyalists
17700,Hector Torres,4537,2,2805.532500,4,2,1,7,Potential Loyalists
26676,Emily Jenkins,4194,2,2805.428200,1,1,1,3,Lost Customers
26644,Jenna Hernandez,4204,2,2805.428200,1,1,1,3,Lost Customers
15067,Dana Alvarez,4311,2,2803.522500,2,1,1,4,At-Risk Customers
16273,Marie Martinez,4221,2,2803.522500,1,1,1,3,Lost Customers
15665,Kristi Sai,4253,2,2803.522500,2,1,1,4,At-Risk Customers
17841,Walter Navarro,4375,2,2803.522500,3,2,1,6,Potential Loyalists
14960,Leonard Pal,4402,2,2803.522500,3,2,1,6,Potential Loyalists
14851,Karla Tang,4501,2,2802.492500,4,2,1,7,Potential Loyalists
15463,Terrence Yuan,4264,2,2802.492500,2,1,1,4,At-Risk Customers
26645,Morgan Richardson,4213,2,2800.438200,1,1,1,3,Lost Customers
26309,Julian Powell,4535,2,2800.438200,4,2,1,7,Potential Loyalists
26306,Kyle Holt,4529,2,2800.438200,4,2,1,7,Potential Loyalists
26616,Colin Goel,4360,2,2800.438200,3,2,1,6,Potential Loyalists
26600,Michelle Gray,4381,2,2800.438200,3,2,1,6,Potential Loyalists
26343,Mariah Washington,4445,2,2800.438200,4,2,1,7,Potential Loyalists
26486,Andrea Cook,4448,2,2800.438200,4,2,1,7,Potential Loyalists
26331,Melanie Powell,4457,2,2800.438200,4,2,1,7,Potential Loyalists
26351,Emma Moore,4454,2,2800.438200,4,2,1,7,Potential Loyalists
26509,Seth Taylor,4409,2,2800.438200,3,2,1,6,Potential Loyalists
23101,Barbara Lal,4356,2,2795.012500,3,2,1,6,Potential Loyalists
17775,Ricky Moreno,4399,2,2793.907500,3,2,1,6,Potential Loyalists
17743,Gerald Gomez,4465,2,2793.522500,4,2,1,7,Potential Loyalists
18021,Trisha She,4254,2,2793.522500,2,1,1,4,At-Risk Customers
18633,Adam Jenkins,4267,2,2793.502500,2,1,1,4,At-Risk Customers
17972,Alisha Ma,4312,2,2791.532500,2,1,1,4,At-Risk Customers
17974,Kate Raje,4291,2,2791.462500,2,1,1,4,At-Risk Customers
26627,Jose Alexander,4299,2,2791.448200,2,1,1,4,At-Risk Customers
26614,Richard Robinson,4392,2,2791.448200,3,2,1,6,Potential Loyalists
26344,Natalie Hughes,4451,2,2791.448200,4,2,1,7,Potential Loyalists
17720,Deanna Diaz,4449,2,2790.532500,4,2,1,7,Potential Loyalists
24168,Manuel Srini,4289,2,2790.522500,2,1,1,4,At-Risk Customers
23994,Raymond Subram,4323,2,2790.522500,2,1,1,4,At-Risk Customers
24166,Renee Alonso,4307,2,2789.522500,2,1,1,4,At-Risk Customers
17892,Ronnie Xu,4346,2,2787.512500,3,1,1,5,At-Risk Customers
13721,Lucas Howard,4282,2,2786.522500,2,1,1,4,At-Risk Customers
14948,Damien Lal,4387,2,2786.522500,3,2,1,6,Potential Loyalists
14267,Lauren Wood,4270,2,2786.407500,2,1,1,4,At-Risk Customers
22399,Arthur Fernandez,4431,2,2785.052500,4,2,1,7,Potential Loyalists
15457,Adriana Martinez,4295,2,2781.542500,2,2,1,5,At-Risk Customers
15002,Jenny Lin,4331,2,2781.542500,3,1,1,5,At-Risk Customers
15061,Margaret Ma,4343,2,2781.542500,3,1,1,5,At-Risk Customers
17943,Joe Romero,4327,2,2781.542500,2,1,1,4,At-Risk Customers
16252,Danny Jiménez,4249,2,2781.542500,2,1,1,4,At-Risk Customers
17897,Darrell Kumar,4325,2,2779.907500,2,1,1,4,At-Risk Customers
16268,Lindsey Kumar,4206,2,2778.822500,1,1,1,3,Lost Customers
16269,Tara Nath,4210,2,2778.822500,1,1,1,3,Lost Customers
16289,Julie Pal,4195,2,2778.522500,1,1,1,3,Lost Customers
17990,Kristina Patel,4272,2,2778.522500,2,1,1,4,At-Risk Customers
13715,Eduardo Sanchez,4298,2,2778.522500,2,1,1,4,At-Risk Customers
14946,Frederick Vance,4390,2,2778.522500,3,2,1,6,Potential Loyalists
17962,Colin Zhou,4324,2,2777.522500,2,1,1,4,At-Risk Customers
17752,Deanna Hernandez,4376,2,2776.407500,3,2,1,6,Potential Loyalists
15663,Mandy Chen,4226,2,2771.542500,1,1,1,3,Lost Customers
16270,Jerome Hernandez,4219,2,2771.522500,1,1,1,3,Lost Customers
24173,Lacey Wang,4292,2,2771.522500,2,1,1,4,At-Risk Customers
15070,Alfredo Navarro,4293,2,2770.822500,2,1,1,4,At-Risk Customers
24248,Jake Lin,4293,2,2770.522500,2,1,1,4,At-Risk Customers
24257,Alan Shen,4275,2,2770.522500,2,1,1,4,At-Risk Customers
23097,Tony Natsuhara,4344,2,2770.522500,3,1,1,5,At-Risk Customers
15664,Jill Vazquez,4229,2,2770.522500,1,1,1,3,Lost Customers
22411,Amy He,4381,2,2770.522500,3,2,1,6,Potential Loyalists
22408,Clarence Shan,4398,2,2770.522500,3,2,1,6,Potential Loyalists
21389,Jamie Sun,4433,2,2770.522500,4,2,1,7,Potential Loyalists
17109,Sydney Wilson,4487,2,2769.397500,4,2,1,7,Potential Loyalists
17098,Willie Shan,4539,2,2768.532500,4,2,1,7,Potential Loyalists
17755,Zoe Cox,4422,2,2768.532500,3,2,1,6,Potential Loyalists
16288,Edwin Shen,4211,2,2768.532500,1,1,1,3,Lost Customers
17744,Chad Nath,4437,2,2765.532500,4,2,1,7,Potential Loyalists
14272,Sydney Ward,4271,2,2765.397500,2,1,1,4,At-Risk Customers
17932,Barry Srini,4319,2,2765.397500,2,1,1,4,At-Risk Customers
19289,Johnathan Patel,4244,2,2765.397500,1,1,1,3,Lost Customers
19283,Adrian Sanders,4229,2,2764.407500,1,1,1,3,Lost Customers
17803,Renee Hernandez,4403,2,2761.022500,3,2,1,6,Potential Loyalists
17095,Logan Garcia,4481,2,2760.407500,4,2,1,7,Potential Loyalists
24164,Teresa Gomez,4329,2,2760.022500,2,1,1,4,At-Risk Customers
24159,Christine Luo,4330,2,2756.542500,3,1,1,5,At-Risk Customers
24163,Micah Guo,4336,2,2756.542500,3,1,1,5,At-Risk Customers
23998,Arturo Raji,4337,2,2756.542500,3,1,1,5,At-Risk Customers
16259,Ebony Sai,4213,2,2756.542500,1,1,1,3,Lost Customers
24242,Amy Zeng,4309,2,2756.542500,2,1,1,4,At-Risk Customers
24005,Julio Jimenez,4332,2,2756.542500,3,1,1,5,At-Risk Customers
24249,Jesse Howard,4287,2,2756.542500,2,1,1,4,At-Risk Customers
16197,Heidi Prasad,4251,2,2756.542500,2,1,1,4,At-Risk Customers
15451,Linda Munoz,4296,2,2756.542500,2,2,1,5,At-Risk Customers
22582,Evelyn Madan,4361,2,2756.542500,3,2,1,6,Potential Loyalists
26200,Ian Baker,4370,2,2756.542500,3,2,1,6,Potential Loyalists
22986,Carly Jai,4358,2,2756.542500,3,2,1,6,Potential Loyalists
22407,Carolyn Gonzalez,4397,2,2756.542500,3,2,1,6,Potential Loyalists
15072,Whitney Subram,4289,2,2755.542500,2,1,1,4,At-Risk Customers
17827,Maria Coleman,4349,2,2755.417500,3,1,1,5,At-Risk Customers
14354,Seth Green,4252,2,2755.417500,2,1,1,4,At-Risk Customers
19286,Kaitlyn Butler,4240,2,2755.417500,1,1,1,3,Lost Customers
17754,Stephanie King,4389,2,2755.417500,3,2,1,6,Potential Loyalists
14088,Alexandra Lopez,4413,2,2755.417500,3,2,1,6,Potential Loyalists
14965,Edwin Zhou,4351,2,2753.822500,3,2,1,6,Potential Loyalists
15655,Deanna Gomez,4262,2,2753.822500,2,1,1,4,At-Risk Customers
18625,Derrick Moreno,4263,2,2753.822500,2,1,1,4,At-Risk Customers
17890,Derrick Jiménez,4346,2,2753.522500,3,1,1,5,At-Risk Customers
17830,Carlos Scott,4349,2,2751.417500,3,1,1,5,At-Risk Customers
17900,Victoria Snowden,4331,2,2751.417500,3,1,1,5,At-Risk Customers
17944,Riley Rivera,4324,2,2751.417500,2,1,1,4,At-Risk Customers
19285,Jacqueline Howard,4234,2,2751.417500,1,1,1,3,Lost Customers
17773,Crystal Lin,4376,2,2751.417500,3,2,1,6,Potential Loyalists
14083,Nathan Lopez,4480,2,2751.417500,4,2,1,7,Potential Loyalists
16942,Kaitlyn Bennett,4507,2,2751.417500,4,2,1,7,Potential Loyalists
17646,Leah Xu,4416,2,2751.417500,3,2,1,6,Potential Loyalists
17831,Noah Long,4368,2,2750.397500,3,2,1,6,Potential Loyalists
22581,Theresa Vazquez,4400,2,2749.322500,3,2,1,6,Potential Loyalists
25971,Savannah Young,4419,2,2749.322500,3,2,1,6,Potential Loyalists
26202,Haley Simmons,4365,2,2749.322500,3,2,1,6,Potential Loyalists
24266,Melvin Chander,4280,2,2749.322500,2,1,1,4,At-Risk Customers
17959,Ebony Srini,4318,2,2748.832500,2,1,1,4,At-Risk Customers
15454,Ian Bennett,4307,2,2746.552500,2,1,1,4,At-Risk Customers
15071,Krista Gutierrez,4293,2,2746.552500,2,1,1,4,At-Risk Customers
15460,Bethany Nara,4258,2,2746.552500,2,1,1,4,At-Risk Customers
16051,Leonard Xu,4212,2,2746.552500,1,1,1,3,Lost Customers
15651,Ann Lopez,4226,2,2746.552500,1,1,1,3,Lost Customers
14966,Derrick Vazquez,4352,2,2746.552500,3,2,1,6,Potential Loyalists
14848,George Louverdis,4512,2,2746.552500,4,2,1,7,Potential Loyalists
22409,Candace Madan,4399,2,2746.042500,3,2,1,6,Potential Loyalists
24009,Alison Anand,4333,2,2746.042500,3,1,1,5,At-Risk Customers
17794,Theodore Rowe,4389,2,2745.822500,3,2,1,6,Potential Loyalists
21387,Nelson Diaz,4407,2,2745.332500,3,2,1,6,Potential Loyalists
22170,Cynthia Martinez,4432,2,2745.332500,4,2,1,7,Potential Loyalists
23098,Pedro Rubio,4348,2,2745.332500,3,1,1,5,At-Risk Customers
23323,Alfredo Alonso,4346,2,2745.332500,3,1,1,5,At-Risk Customers
24271,Leonard Shen,4259,2,2745.332500,2,1,1,4,At-Risk Customers
24252,Jaclyn Xu,4281,2,2744.522500,2,1,1,4,At-Risk Customers
23996,Richard Lee,4332,2,2744.522500,3,1,1,5,At-Risk Customers
24004,César Raman,4336,2,2744.522500,3,1,1,5,At-Risk Customers
24002,Thomas Harris,4329,2,2744.522500,2,1,1,4,At-Risk Customers
20997,Joanna Ashe,4459,2,2744.522500,4,2,1,7,Potential Loyalists
